"Asset No","SAP Ref. No","Invoice No","Asset Name",Category,Type,Status,"Serial No",Make,Model,"Pur Value","Pur Date","Pur From","PO No","User Full Name",Department,Division,Factory,Site,N.Username,"Part Name","Mother Board",Processor,Speed,SSD,HDD,RAM,Network,"Mac Address","Total Cost",OS,"Last Rebuild",Bag,OEM,"OEM Serial",Remark
BD-00114,,,,Printer,Printer,Disposed,CN571162TV,HP,"Deskjet 3920","3,000",2010-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00115,11004000181,,,Computer,Desktop,Transferred,SGH116T8B7,HP,"Pro 3130 MT","45,000",2011-02-02,,,BEPZA,Commercial,SWR,,SDL,,,,"Intel Core i3",3.20,,320,"2048 ",,,,"WIN10 Pro",,,"WIN 7 Pro",98VX4-YX2G2-98XGF-QKB99-24THB,
BD-00116,,,,Computer,Laptop,Disposed,CND8141VKM,Hp,"HP 520","22,000",2008-06-02,,,"SDL Projector",MIS,SWR,,SDL,sprojector,,,"Intel Core 2Duo",2.00,,500,"4096 ",,,,"WIN7 Pro",,,"WIN XP Pro",D7QTC-GDFR6-7T246-FPDGK-3RTF6,
BD-00117,,,SDLP001,Printer,Printer,Disposed,E66295G0F126198,Brother,"Inkjet MFC-6490CW","28,000",2011-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00118,,n/a,SDLL076B,Computer,Laptop,Disposed,CNU221159L,Hp,"Probook 4430s","61,000",2013-01-01,,,,MIS,LWR,SDL,SDL,,,,"Intel Core i5",2.50,,500,"4096 ",,,,"WIN10 Pro",,B-002,"WIN 7 Pro",BMR7G-DT22Y-XP2YY-K2RKM-HPCM2,
BD-00119,,,,Printer,Printer,Disposed,3751559,Lexmark,"DotMatrix 2581","28,000",2005-06-27,,,,MIS,SWR,,SDL,,,,,,,,,,,,,,,,,
BD-00120,,1,,Display,Monitor,"Need to Dispose",CNC111RVV0,HP,LE1851WE,"5,500",2011-02-02,,,"Aminul Islam",Quality,SWR,SIL,SDL,aminislam,,,,,,,,,,,,,,,,
BD-00121,21004000091,,SDLL027C,Computer,Laptop,Disposed,11854087705,Dell,"Inspiron 1464","50,000",2010-06-07,,,"Ex. Hasan Sarwar ",MIS,LWR,,SDL,,,,"Intel Core i3",2.13,,500,"4096 ",,,,"WIN7 Pro",,,None,,
BD-00122,11004000199,n/a,SDLL026C,Computer,Laptop,"Need to Dispose",CNU116360F,HP,"Probook 4530s","51,000",2011-09-14,,,,MIS,SWR,SDL,SDL,,,,"Intel Core i3",2.10,480,,8192,,,,"WIN10 Pro",2021-03-11,B-005,"WIN 7 Pro",BV6DR-4TRY2-VP3RH-BQYKH-B9KR3,
BD-00123,,,,Computer,Laptop,Transferred,CNU1153JW0,HP,"Probook 4530s","51,000",2011-09-14,,,"Mahadi Hassan","Marketing & Merchandising",SWR,,CAM,hmahadi,,,"Intel Core i3",2.10,,320,"4096 ",,,,"WIN10 Pro",,Yes,"WIN 7 Pro",H78R2-KY2W7-7YPT6-4BC3V-VMFFC,
BD-00124,11004000159,n/a,SDLD009G,Computer,Desktop,Disposed,99PBAW000340,Asus,V6-P5G41H,"14,000",2010-02-03,,,"SIL Gate 1",HR,LWR,SIL,SDL,sgate1,,Asus,"Intel Core 2Duo",2.93,,250,"2048 ",,,,"WIN10 Pro",2019-10-14,,None,,
BD-00125,,,,Display,Monitor,Assigned,96LMIZ028580,Asus,HVH192,"8,600",2010-02-03,,,"SDL Gate 1",HR,LWR,,SDL,sdgate1,,,,,,,,,,,,,,,,"Assign as a temporary use due old monitor need to service."
BD-00126,,,,"Barcode Reader","Barcode reader",Stock,M1E29G69V,Symbol,"PDT 6100","5,000",2013-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00127,,1,,Display,Monitor,"Need to Dispose",NE5UHMDB800102Y,Samsung,B1930,"8,500",2010-03-02,,,"Shamsujjaman Akand",Quality,LWR,SDL,SDL,sakand,,,,,,,,,,,,,,,,
BD-00128,21004000053,,,UPS,UPS,"Need to dispose",U100829967,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00129,,,SDLL038E,Computer,Laptop,Disposed,CNU7513Z66,HP,"Compaq 6715b","37,000",2010-02-01,,,"Ex. Saiduzzaman Anik",MIS,SWR,,SDL,,,,"AMD ",1.70,,160,"4096 ",,,,"WIN10 Pro",,,"WIN 7 Pro",TV224-YTMTR-PWR72-CF…-VKV4..,
BD-00130,21004000177,n/a,SDLL022F,Computer,Laptop,"Need to Dispose",CNU11636SQ,HP,"Probook 4530s","51,000",2011-09-14,,,"Ataur Rahman 2",Planning,SWR,SDL,SDL,atarahman,,,"Intel Core i3",2.10,480,,6144,,,,"WIN10 Pro",2020-02-19,B-007,"WIN 7 Pro",TQCDY-RKWMQ-4DD7D-6XG9M-PHW6V,
BD-00131,11004000120,,SDLD012A,Computer,Desktop,Disposed,SGH116T8HQ,HP,"Pro 3130 MT","45,000",2011-02-02,,,,,SWR,,SDL,,,,"Intel Core i3",3.20,,320,"2048 ",,,,"WIN7 Pro",,,"WIN 7 Pro",MWGWY-Q8PWT-3R77Q-QP9F7-3YYX4,
BD-00132,,1,,Display,Monitor,"Need to Dispose",CNC111RVYP,HP,LE1851WT,"5,500",2011-02-02,,,,MIS,LWR,SIL,SDL,,,,,,,,,,,,,,,,,
BD-00133,21004000053,NA,,UPS,UPS,"Need to Dispose",E100523026,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,"Jahangir Alom",Fabric,LWR,SIL,SDL,jalom,,,,,,,,,,,,,,,,
BD-00134,,n/a,SDLD014F,Computer,Desktop,Assigned,J1M0KC032559,Clone,H110M-CS,"27,500",2019-01-28,"Global Brand/ INV-GBPGL-2019-000369/ 3yr wrnty",SIL0000062,"Suraj Mia",Cutting,LWR,SIL,SDL,smia,,,"Intel Core i3 7100",3.9,,500,8192,,,,"WIN10 Pro",2021-06-24,,"WIN 7 Pro",C4TT9-8HVYY-X8GVY-77DBD-6P8MT,"serviced by global on 21st June 2021"
BD-00135,,,,Display,Monitor,Stock,CNC045Q29G,HP,LE1851W,"5,500",2011-02-02,,,,MIS,SWR,SDL,SDL,,,,,,,,,,,,,,,,,
BD-00136,,,SDLP002,Printer,Printer,Assigned,CNCK401426,HP,"Laser Jet 2055DN","44,000",2012-01-01,,,"Mukter Hossain",Quality,LWR,,SDL,muhossain,,,,,,,,,,,,,,,,
BD-00137,,n/a,SDLD519A,Computer,Desktop,Assigned,SN144760064397,Clone,H81M-S2PV,"18,000",2015-03-03,,,"Samiur Rahman","Human Resource",LWR,SIL,SDL,samrahman,,Gigabyte,"Intel Core i3",3.50,,1024,6144,,,,"WIN10 Pro",,,"WIN XP Pro",TDJWD-7QYRC-8X93B-B2KBT-XHF8T,"3 years warrenty"
BD-00138,,,,Display,"CRT Monitor",Disposed,AU1A0841000784,Philips,107,"5,500",2004-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00139,11004000187,n/a,,UPS,UPS,"Need to Dispose",E100523006,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,"Nushrat Yeasmin","Human Resource",LWR,SDL,SDL,nyeasmin,,,,,,,,,,,,,,,,"Checked by NPS  Declared unrepairable"
BD-00140,11004000121,n/a,SDLD005K,Computer,Desktop,Assigned,SGH106PBV7,HP,"Pro 3130 MT","33,000",2011-02-02,,,"Rezaul Karim",Sample,LWR,SDL,SDL,rekarim,,,"Intel Core i3",3.20,,500,8192,,,,"WIN10 Pro",2023-08-09,,None,,
BD-00141,,,,Display,Monitor,Assigned,CNC045Q3A7,HP,LE1851,"5,500",2010-03-05,,,"Mahabob Hasan",Cutting,SWR,,SDL,mhasan,,,,,,,,,,,,,,,,
BD-00142,,n/a,SDLL060E,Computer,Laptop,Disposed,CNU1152SG,HP,"Probook 4530s","51,000",2011-09-14,,,"Tonmoy Hasan",Finance,LWR,DBO,"Dhaka Buying Office",tohossain,,,"Intel Core i3",2.1,,500,4096,,,,"WIN10 Pro",,Yes,"WIN 7 Pro","ï¿½.,ï¿½.,ï¿½.,ï¿½.,ï¿½..","CANT READ OEM"
BD-00143,,,,Display,Monitor,Disposed,NEDGHMJ2600735A,Samsung,B2230,"11,200",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,"CCTV Monitoring."
BD-00144,,n/a,SDLD019F,Computer,Desktop,"Need to Dispose",B4M0AB853313,Clone,P8H61-MLX,"18,000",2013-07-08,,,"Samol Ray",Production,LWR,SDL,SDL,sray,,Asus,"Intel Core i3",3.10,,500,"4096 ",,,,"WIN10 Pro",2021-12-12,,None,,
BD-00145,,,,UPS,UPS,Disposed,E1008299L9,EG41MF-US2H,PG-2000AOF,"4,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00146,,n/a,,Printer,Printer,Stock,91866115,Datamax,"Bar-Code DMX-M-4206","200,000",2009-02-02,,,,MIS,LWR,SIL,SDL,,,,,,,,,,,,,,,,,
BD-00147,,1,,Display,Monitor,"Need to Dispose",ETLEX04011838011424310,Acer,X203H,"4,800",2010-02-03,,,"Nishan Ali",Prodcution,LWR,SDL,SDL,nali,,,,,,,,,,,,,,,,
BD-00148,,,,Network,HUB,Disposed,27100355408313,Belkin,F5D51318,800,2002-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00149,,,SDLL165A,Computer,Laptop,Disposed,Y6147014K,Toshiba,"Satellite M100","20,000",2007-02-02,,,,MIS,LWR,,SDL,,,,"Intel R (T2250)",1.73,,250,2560,,,,"WIN7 Pro",,,"WIN XP Pro",KJKYX-T8TTW-92BHP-YXCCV-VBBDW,
BD-00150,,,,Projector,Projector,Disposed,4840219FF,NEC,VT470,"30,000",2009-01-01,,,,MIS,LWR,,DBO,,,,,,,,,,,,,,,,,
BD-00151,,,,UPS,UPS,Assigned,22848,Micro,UVS-1000VA,"4,800",2012-01-01,,,"Mominul Islam",IE,LWR,SIL,SDL,momislam,,,,,,,,,,,,,,,,
BD-00152,,,"Ex. SDLL023A",Computer,Laptop,Disposed,36130977K,Toshiba,"Tecra A6","20,000",2007-02-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,"Windows XP Professional OEM",,
BD-00153,21004000178,n/a,SDLL032F,Computer,Laptop,Disposed,CNU116360M,HP,"Probook 4530s","51,000",2011-09-14,,,"Ex user Zulfikar Ali","Marketing & Merchandising",LWR,SIL,SDL,zali,,,"Intel Core i3",2.1,480,,8192,,,,"WIN10 Pro",2020-06-30,B-098,"WIN 7 Pro",78BMV-HFRJD-WF7VJ-XGK6Y-B9P66,
BD-00154,,,,Display,Monitor,Disposed,CNN803038F,HP,L1908W,"8,600",2010-03-05,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00155,,NA,,Computer,Desktop,Disposed,SGH81001ZK,HP,"Compaq DC5750 MT ","25,000",2010-03-05,,,,Production,LWR,SDL,SDL,,,,"AMD Dualcore",2.59,,250,"1024 ",,,,"WIN10 Pro",,,"WIN XP Pro",KC7CP-D6WWQ-JJRB8-R4GRT-GRTWY,
BD-00156,21004000175,n/a,,Printer,Printer,Stock,CNHXJ43031,HP,"Laserjet 4250n","30,000",2009-01-01,,,"Using as cutting spare",MIS,LWR,Cutting,SDL,spare,,,,,,,,,,,,,,,,
BD-00157,,,SDLL042D,Computer,Laptop,Disposed,4ZOM8M1,Dell,"Inspiron 1464","50,000",2011-03-05,,,,MIS,LWR,,SDL,,,,"Intel® Core™ i3",2.13,,500,8192,,,,"WIN10 Pro",,,None,,
BD-00158,,n/a,SDLP003,Printer,Printer,Stock,CNC2420099,HP,"Laser jet 2035n","17,000",2009-01-01,,,,MIS,LWR,SDL,SDL,,,,,,,,,,,,,,,,,"Motherboard replaced by morshed at 8th October 2019"
BD-00159,11004000187,,,UPS,UPS,Assigned,E100829933,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,"Robin Hossain",CAD,LWR,,SDL,rhossain,,,,,,,,,,,,,,,,
BD-00160,,,,Printer,Printer,Disposed,KLHA20874,Canon,"Laser LBP-1210","85,000",2008-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00161,,,SDLD295A,Computer,Desktop,Disposed,SGH8040851,HP,"Compaq DC5750 ","14,500",2009-01-01,,,,MIS,LWR,,SDL,,,,"AMD Dualcore",2.49,,160,1024,,,,"WIN7 Pro",,,"PC XP Pro",,
BD-00162,,,SDLL083B,Computer,Laptop,Disposed,2CE22600MZ,HP,"Probook 4440s","61,000",2013-01-01,,,,MIS,LWR,,SDL,,,,"Intel Core i5",2.50,,640,"4096 ",,,,"WIN7 Pro",,,"PC 7 pro",,
BD-00163,,,,Projector,Projector,Disposed,37354473685,Dell,1409X,"30,000",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00164,,n/a,,Display,Monitor,Assigned,CNC045Q423,HP,LE18951W,"5,500",2010-03-05,,,"Mostafizur Topu","Marketing & Merchandising",SWR,SDL,SDL,mtopu,,,,,,,,,,,,,,,,
BD-00165,11004000122,NA,SDLD004E,Computer,Desktop,Disposed,SGH106PBS4,HP,"Pro 3130 MT","33,000",2011-02-02,,,"Sarwar Jahan",Sample,LWR,SWL,SDL,sjahan,,,"Intel Core i3",3.20,,1024,"8192 ",,,,"WIN10 Pro",2021-10-13,,None,,
BD-00166,,,,Scanner,Scanner,Assigned,J7SW013292,Epson,V10,"52,000",2008-07-05,,,"SIL Server room",MIS,LWR,,SDL,MIS,,,,,,,,,,,,,,,,
BD-00167,,,SDLD047B,Computer,Desktop,Disposed,BTNT635009D7AAC96315405,Clone,D945GNT,"14,000",2003-01-01,,,,MIS,LWR,,SDL,,,,"Intel Pentium D",2.80,,250,"1536 ",,,,"WIN7 Pro",,,None,,
BD-00168,41004000025,,,Display,Monitor,Assigned,NE5UHMCB800013A,Samsung,B1930,"8,500",2010-03-02,,,"Murad Hossain","Marketing & Merchandising",LWR,,SDL,hmurad,,,,,,,,,,,,,,,,
BD-00169,,,,UPS,UPS,Disposed,B0420083332A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00170,21004000179,N/A,SDLL069C,Computer,Laptop,"Need to Dispose",CNU1152NTH,HP,"ProBook 4530s","51,000",2011-09-14,"Computer Source",,"Mahabub Hossain",Sample,LWR,SIL,"Shanta Denim Limited",mahhossain,,,"Intel Core i3-2310M",2.1,480,,8192,,,,"WIN10 Pro",,Yes,"WIN 7 Pro","N\A",
BD-00171,,,DEWBDSDLA03,Network,"Access Point",Assigned,FCZ1427Q2UZ,Cisco,AIR-AP1131G,"35,000",2010-01-01,,,"West side mazanine floor",HR,LWR,,SDL,"upstair all user",,,,,,,,,10.140.25.3,,,,,,,
BD-00172,,n/a,SDLL245A,Computer,Laptop,Assigned,CNU2131DZ7,HP,"Probook 4530s","51,000",2011-09-14,,,"Mehedi Hasan4","Industrial Engineering",SWR,SDL,SDL,mehedhasan,,,"Intel Core i5",2.50,,500,"6144 ",,,,"WIN10 Pro",,,None,,"Provided only for Remote Desktop use"
BD-00173,,,,Network,"Access Point ",Assigned,MGB00F110286,Linksys,WRE54G,"7,300",2010-01-01,,,,MIS,LWR,"In Sara's room",SDL,MIS,,,,,,,,,,,,,,,,
BD-00174,,,SDLP007,Printer,Printer,Assigned,CNC2419761,HP,"Laser jet 2035n","17,000",2009-01-01,,,"Common(SWL HR)",HR,LWR,"Beside Board Room",SDL,"HR All",,,,,,,,,,,,,,,,
BD-00175,11004000162,n/a,SDLL310,Computer,Laptop,Assigned,2CE2251S61,HP,"Probook 4440s","61,000",2013-01-01,,,"Shakhawat Hossain",PCC,MWR,SDL,"Shanta Denim Limited",shakhossain,,,"Intel Core i5",2.50,480,,8192,,,,"WIN 10 Pro",2022-01-24,B-075,"WIN 7 Pro",HWXV8-DFHHY-9Y93M-8TV32-P8CVD,
BD-00176,11004000190,1,SDLD063B,Computer,Desktop,Disposed,SGH93803Z2,HP,"Compaq dx 2390 MT","25,000",2010-03-05,,,"Saleha Khatun",Cutting,LWR,SIL,SDL,skhatun,,,"Intelï¿½ Core ï¿½ 2 Duo",2.8,,1024,4096,,,,"WIN10 Pro",,,None,,
BD-00177,,,,Display,Monitor,Assigned,96LNIJ016382,Asus,"VH192 19""","8,600",2010-02-03,,,"Monirul Islam",Cutting,LWR,,SDL,moislam,,,,,,,,,,,,,,,,
BD-00178,,n/a,,UPS,UPS,"Need to Dispose",B04K200084135A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,SDL,SDL,,,,,,,,,,,,,,,,,
BD-00179,11004000162,n/a,SDLL080E,Computer,Laptop,Stock,2CE2251S7R,HP,"Probook 4440s","61,000",2013-01-01,,,,MIS,LWR,SIL,SDL,,,,"Intel Core i5",2.50,,640,"4096 ",,,,"WIN10 Pro",,B-178,"Win 7 pro",ZMW6J-MCQV0-FW99B-KX32W-CCB67,
BD-00180,,n/a,,Scanner,Scanner,"Need to Dispose",J79Z001098,Epson,GT2500,"4,800",2010-02-02,,,,MIS,LWR,SIL,SDL,,,,,,,,,,,,,,,,,
BD-00181,,,,Display,"CRT Monitor",Disposed,WE000545400938,Philips,105G7,"5,500",2005-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00182,,,,Computer,Desktop,Disposed,BTGC60665956,Intel,AWRDACPI,"14,000",2008-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00183,,,,UPS,UPS,Assigned,B03K160024122A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,"Noor Alam",Cutting,LWR,,SDL,noalam,,,,,,,,,,,,,,,,
BD-00184,,,,Network,Switch,Disposed,98709118751,TPLink,SF1005D,"1,500",2005-02-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00186,11004000162,n/a,SDLL079E,Computer,Laptop,Assigned,2CE22600H7,HP,"Probook 4440s","61,000",2013-01-01,,,"Naznin Akhi","Industrial Engineering",LWR,SDL,SDL,nakhi,,,"Intel Core i5-3230M",2.5,500,,8192,,,,"WIN10 Pro",2021-08-18,,"WIN 7 Pro",2MW2X-3HMT9-KPMRP-WXWRM-RMFTQ,"New Bag delivery done today 25082025"
BD-00187,,,,Computer,Desktop,Disposed,"CG1206 00005",Clone,GA-G41M,"14,500",2010-05-03,,,,MIS,LWR,,SDL,,,Gigabyte,"Pentium® Dual Core",2.5,,500,4096,,,,"WIN7 Pro",,,None,,"Need to chk Processor"
BD-00188,,,,Display,Monitor,Assigned,ETC6616983SLO,BENQ,FP71G*,"6,400",2009-01-01,,,"Shajedul Hasan","Marketing & Merchandising",LWR,,SDL,shahasan,,,,,,,,,,,,,,,,
BD-00189,,,,UPS,UPS,Disposed,B03K160024063A6,"Rahim Afrooz",600VA,"2,800",2010-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00190,," INV-GBPGL-2019-000407",SDLD161G,Computer,Desktop,Assigned,CZC7393QCT,Clone,H110M-CS,27500,2019-01-19,"Global Brand",SDL2000081,"Aminul Islam",Cutting,LWR,SDL,SDL,amislam,,"Asus H110M-CS","Intel Core i3",3.90,,1000,"8092 ",,,,"WIN11 Pro",2025-10-11,,"WIN Vista Buiness",D932G-XJDYH-F3CHW-9QTK6-28MV9,
BD-00191,,1,,Display,Monitor,"Need to Dispose",CNN8030388,HP," L1908W","8,600",2010-03-05,,,"TR Talent",HR,LWR,SIL,SDL,ttalent,,,,,,,,,,,,,,,,
BD-00192,,INV-GBPGL-2020-001364,SDLD011D,Computer,Desktop,Assigned,K7M0KC4258007JA,Clone,"Asus Prime H310M-ER2.0",40850,2020-06-06,"Global Brand",,"Mashruf Hossain",Cutting,LWR,SIL,SDL,mashossain,,Asus,"Intel Core i3 9100",3.6,,1024,8192,,,,"WIN10 Pro",2021-07-10,,"Win 10 Pro",JY7WG-N2MHV-QR6X9-KCYRG-722KG,
BD-00193,41004000025,,,Display,Monitor,Disposed,NE5UHMBB5019222L,Samsung,B1930,"8,500",2010-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00194,,,SDLD062D,Computer,Desktop,Disposed,4XRVY1S,Dell,"Vostro 220","22,000",2010-06-07,,,,MIS,LWR,,SDL,,,,"Intel® Core ™ 2 Duo",2.66,,250,4096,,,,"WIN7 Pro",,,None,,"Need to chk Host name"
BD-00195,,1,,Display,Monitor,"Need to Dispose",96LMIZ017998,Asus,"VH192 19","8,600",2010-02-03,,,"TCQC SHANTA",Quality,LWR,SIL,SDL,tshanta,,,,,,,,,,,,,,,,
BD-00196,11004000187,n/a,,UPS,UPS,"Need to Dispose",E100523007,"Power Guard",PG-2000AOF,"4,800",2010-03-02,,,,MIS,LWR,SDL,SDL,,,,,,,,,,,,,,,,,
BD-00197,11004000162,n/a,SDLL081C,Computer,Laptop,Assigned,2CE2252DB2,HP,"Probook 4440s","61,000",2013-01-01,,,"Tariqul Islam",Compliance,LWR,SDL,SDL,tarislam,,,"Intel Core  i5",2.5,480,,8192,,,,"WIN10 Pro",,B-145,"WIN 7 Pro",H4Q3M-74P7D-3K24G-VMY36-P62N.,"Not available (OEM KEY)"
BD-00198,11004000206,n/a,SDLD060C,Computer,Desktop,Disposed,SGH9380SZ4,HP,"Compaq dx 2390 MT","25,000",2010-03-05,,,"Mahfuzur Rahman 3","Quality Assurance",LWR,SDL,SDL,marahman,,,"Intelï¿½ Core ï¿½ 2 Duo-E7400",2.8,,1024,4096,,,,"WIN10 Pro",,,None,,
BD-00199,,as,,Display,Monitor,Disposed,ETC661698ISLO,BENQ,FP71G*,"4,800",2011-03-02,,,"Mainul Islam",Cutting,SWR,SDL,SDL,maiiislam,,,,,,,,,,,,,,,,
BD-00200,,,,Computer,Desktop,Disposed,SGH804085B,HP,"Compaq DC5750 MT ","25,000",2010-03-05,,,"Ex.Abdur Razzak2",MIS,LWR,,SDL,,,,"AMD Dualcore",2.59,,250,"2048 ",,,,"WIN7 Pro",,,"WIN XP Pro",WPK8B-8VW37-R3YTK-M9BJ6-9D4MT,
BD-00201,,,,Display,Monitor,Disposed,ETC6616996SLO,BENQ,FP71G,"4,800",2011-03-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,"Monitor have power but no display."
BD-00202,,,SDLD036C,Computer,Desktop,Disposed,SGH804085G,HP,"Compaq DC5750 MT ","25,000",2010-03-05,,,,MIS,LWR,,SDL,,,,"AMD Dual Core",2.5,,160,2048,,,,"WIN7 Pro",,,"WIN XP Pro",DMWMD-GC2DC-W…G-VY32J-D3TJD,"OEM KEY Not available "
BD-00203,41004000025,n/a,,Display,Monitor,Assigned,NE5UHMCV701524D,"Samsung ","B1930N  19","8,500",2010-03-02,,,"Nushrat Yeasmin","Human Resource",LWR,SDL,SDL,nyeasmin,,,,,,,,,,,,,,,,
BD-00204,11004000187,,,UPS,UPS,Assigned,E110323359,"Power Guard","PG-1200 AOF","4,800",2010-03-02,,,"Mohidul Hasan",Store,LWR,,SDL,mohasan,,,,,,,,,,,,,,,,
BD-00205,21004000180,n/a,SDLL025F,Computer,Laptop,"Need to Dispose",CNU11636LR,HP,"Probook 4530s","51,000",2011-09-14,,,"Shovon Mazid","Qaulity Assurance",MWR,DBO,"CastleCrafts Limited",smazid,,,"Intel Core i3",2.10,480,,8192,,,,"WIN10 Pro",2020-09-08,B-010,None,,
BD-00206,,,SDLD397,Computer,Desktop,Disposed,CZC50111SN,HP,"Compaq dc 5000","25,000",2010-03-05,,,,MIS,LWR,,SDL,,,,"Intel Pentium 4",3,,80,2048,,,,"WIN7 Pro",,,None,,
BD-00207,,,,Display,Monitor,Disposed,CNC818Q716,HP,L1710,"5,500",2010-03-05,,,"Lasercut SDL2","Nike Promo",SWR,,SDL,lsdl2,,,,,,,,,,,,,,,,
BD-00208,,,"Ex. SDLD356",Computer,Desktop,Disposed,CZC53123YC,HP,"Compaq dc5100 5FF","14,500",2009-01-01,,,,MIS,LWR,,SDL,,,,"Intel Pentium 4",2.4,,40,512,,,,"WIN7 Pro",,,"WIN XP Pro",GMTD3-M6YXF-CFQQM-QG2F4-BKFX3,
BD-00209,,,,Display,Monitor,Disposed,CNT742050K,HP,L1706,"6,400",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00210,41004000033,n/a,,Computer,Laptop,Disposed,CNU2131CQG,HP,"ProBook 4530s","51,000",2012-04-02,,,"Mahabub Hossain",Sample,LWR,SIL,SDL,mahhossain,,,"Intel Core  i5",2.5,480,,8192,,,,"WIN10 Pro",2021-03-22,B-095,"WIN 7 Pro",BTRDW-DB2KV-YY3RB-DC3KQ-RDR9J,"Need to take Processor no"
BD-00211,,INV-GBPGL-2020-000551,SDLD043D,Computer,Desktop,Assigned,K7M0KC425847BA2,Clone,"H310M-E R2.0",40046,2020-01-22,"Global Brand",SDL2000180,"Abul Kalam",Quality,SWR,SDL,SDL,akalam,,Asus,"Intel Core i3 9100",3.6,,1024,"8192 ",,,,"WIN10 Pro",2020-01-26,,"Win 10 Pro",JRNJD-V8GWY-6DXRF-RJF7T-C9XTT,
BD-00212,,,,Display,Monitor,Assigned,CN0U5786418A68C7M,Dell,E169WC,"4,800",2010-06-07,,,"Ex. Miran Chandra ",MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00213,,,,UPS,UPS,Disposed,433C00575,Vanstab,"Blazer 600","2,800",2009-01-01,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00214,,INV-GBPGL-2020-002484,SDLD173D,Computer,Desktop,Assigned,L1M0KC0786744NH,Clone,"Asus H310M-E R2.0",40500,2010-06-20,"Global Brand",SDL2000151,"Asish Kumar",Store,LWR,SDL,SDL,askumar,,"Asus  Prime H310-ER2.0","Intel Core i3 9100",3.20,,1024,"8192 ",,,,"WIN 10 Pro",2020-07-06,,"Win 10 Pro",X3M3Q-N4WVY-883KB-XJBRY-7MH26,
BD-00215,,,,Display,Monitor,Disposed,DS000521007309,Philips,150B,"4,800",2009-02-04,,,"Mahmud Hasan",Lean,LWR,,SDL,mahmudhasan,,,,,,,,,,,,,,,,
BD-00216,,,,Scanner,Scanner,Disposed,CN7CKS10VBL2694A301,HP,"Scanjet G2410","4,800",2010-02-02,,,,MIS,LWR,,SDL,,,,,,,,,,,,,,,,,
BD-00217,,,SDLP009,Printer,Printer,Assigned,CNC2419352,HP,"Laser jet 2035n","17,000",2009-01-01,,,"Store all",store,LWR,,SDL,Common,,,,,,,,,,,,,,,,
BD-00218,,n/a,SDLD018B,Computer,Desktop,Assigned,B4M0AB853383,Clone,P8H61-MLX,"18,000",2013-07-08,,,"Abul Azad",Finishing,LWR,SDL,SDL,abazad,,Asus,"Intel Core i3",3.10,,500,"4096 ",,,,"WIN10 Pro",,,None,,
BD-00219,,,,Display,Monitor,Assigned,CNOU417N6418014R2YTS,Dell,E1910HC,"8,600",2010-06-07,,,"Sakhawat Hossain",store,SWR,,SDL,sahossain,,,,,,,,,,,,,,,,
BD-00220,,1,SDLD176B,Computer,Desktop,Assigned,,Clone,H110M-DS2V-CF,"22,700",2017-01-28,"Smart Jamuna/110568/3 yars wrnty",1100,"Moznu Mia",Store,LWR,SDL,SDL,mmia,,Gigabyte,"Intelï¿½ Coreï¿½ i3-6100",3.70,256,500,"8192 ",,,,"WIN11 Pro",2025-07-27,,"Win 10 Pro",QBHYR-MJN28-62TTG-636PV-PWF9F,"SSD Installation Date 27072025"
